Title;Warm Price;Cold Price;Utilities Cost;Deposit;Room Size (m²);Number of Rooms;Level;Location;Amenities;Env;Year of Construction;Elevator;Parking;Kitchen;Balcony;Garden;Terrace;Move-in Date;Efficiency Class;Energy Source;Energy Demand;Link
QH Colonnades: Neubauwohnung für Anspruchsvolle im Quartier Heidestrasse;2435,37;2000;435,37;;88.85;3;1; 10557 Berlin, Tiergarten;Aufzug, Keller, Neubau, Tiere erlaubt, Bedarfsausweis;;2022;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;C;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36695705
"&quot;The Bloom Homes&quot; - moderne vollmöblierte 1-Zi. Apartments an der Spree - Möbliertes Wohnen auf Zeit";890;750;140;;25;1;;;Möbliert, Aufzug, Keller, Wohnen auf Zeit, Energieausweis in Vorbereitung;;2016;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.02.2025;;;;https://www.wohnungsboerse.net/immodetail/36545566
"&quot;The Bloom Homes&quot; - moderne vollmöblierte 2-Zi. Apartments an der Spree - Möbliertes Wohnen auf Zeit";1400;1150;250;;50;2;; 12459 Berlin, Oberschöneweide;Möbliert, Aufzug, Keller, Wohnen auf Zeit, Energieausweis in Vorbereitung;;2016;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.02.2025;;;;https://www.wohnungsboerse.net/immodetail/36549305
Wohnung in freistehender Immobilie;2450;1900;550;;148;5;"2
                                                                                    von 3"; 13467 Berlin, Hermsdorf;Energieausweis in Vorbereitung;;1989;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;1.4.2025;;Gas;;https://www.wohnungsboerse.net/immodetail/36695659
Schöne 2 Zimmer Wohnung im Regierungsviertel;1580;1180;400;;67;2;"1
                                                                                    von 5"; 10178 Berlin, Mitte;;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.wohnungsboerse.net/immodetail/36695583
Angebot! - Ein Monat mietfrei! 3-Zimmer Wohnung mit Balkon;2500;2100;400;;80.96;3;"4
                                                                                    von 7"; 10785 Berlin, Tiergarten;Aufzug, Keller, Bedarfsausweis;;2022;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.03.2025 oder n. Vereinbg.;B;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36695561
Erstbezug nach Sanierung mit Einbauküche und Balkon: attraktive 2-Zimmer-Wohnung in Berlin;1200;800;400;;56;2;"2
                                                                                    von 5"; 13587 Berlin, Spandau;Keller, Tiere erlaubt, Bedarfsausweis;;1954;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.03.2025;C;Gas;;https://www.wohnungsboerse.net/immodetail/36695568
Stilvolle 1-Zimmer-Wohnung mit geh. Innenausstattung mit Balkon und EBK;1025;875;150;;45;1;; 12439 Berlin, Niederschöneweide;Aufzug, Keller, Tiere erlaubt, Behindertengerecht;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1.3.2025;;;;https://www.wohnungsboerse.net/immodetail/36695516
Schöne Wohnung in zentraler Lage;1218;1018;200;;53;1;; 10969 Berlin, Kreuzberg;;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.03.2025;;;;https://www.wohnungsboerse.net/immodetail/36695523
Erstklassige City-West-Lage/Hochwertige EG-Neubau-Wohnung im Erstbezug/EBK, Terrasse/Ruhiglage;2668,19;2328,19;340;;113.57;4;; 10719 Berlin, Wilmersdorf;Aufzug, Neubau, Behindertengerecht, Bedarfsausweis;;2024;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;sofort;B;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36695527
Geräumige Wohnung am Hackeschen Markt in Berlin;1950;1500;450;;75;3;"19
                                                                                    von 22"; 10178 Berlin, Mitte;Aufzug, Tiere erlaubt;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Sofort;;;;https://www.wohnungsboerse.net/immodetail/36695533
1-Zimmer-Wohnung zur Zwischenmiete im Prenzlauer Berg;2400;1200;1200;;37;1;"3
                                                                                    von 4";;;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;15.2.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36695539
* wunderschöne 4 Zimmerwohnung mit EBK, Balkon und Terrasse;2704;2290;414;;99.58;4;"5
                                                                                    von 5"; 10557 Berlin, Mitte;Aufzug, Keller, Tiere erlaubt, Behindertengerecht, Bedarfsausweis;;2019;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;sofort;B;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36695545
Möblierte Wohnung zur Untermiete in Lichtenberg (Berlin);"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>26,63";1305;;;49;2;; 10365 Berlin, Lichtenberg;Möbliert, Aufzug;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1.3.2025;;;;https://www.wohnungsboerse.net/immodetail/36695551
Schöne charmante 3-Raum Wohnung in Berlin-Pankow;1270;950;320;;68;3;"2
                                                                                    von 4";;Aufzug, Keller, Tiere erlaubt;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36695455
Exklusive 4-Zimmer-Wohnung mit Balkon und Einbauküche in Tiergarten, Berlin;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>30,25";3600;;;119;4;"11
                                                                                    von 12"; 10963 Berlin, Tiergarten;Aufzug, Keller, Tiere erlaubt;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;30.12.2024;;;;https://www.wohnungsboerse.net/immodetail/36448551
Dachgeschoss über den Dächern Berlins;1879;1450;429;;90;3;"16
                                                                                    von 16"; 14199 Berlin, Schmargendorf;Aufzug, Bedarfsausweis, NOT_APPLICABLE;;1955;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36143927
Dachgeschosswohnung direkt an der HTW;1335;1150;185;;71;2;"5
                                                                                    von 5"; 12459 Berlin, Oberschöneweide;Tiere erlaubt, Verbrauchsausweis, NOT_APPLICABLE;;2015;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36675447
Hochwertige 4-Zimmerwohnung im Herzen von Berlin;3850;3300;550;;135;4;"2
                                                                                    von 5";;Aufzug, Verbrauchsausweis;;1909;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;C;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36340350
Wohnungstausch: Novalisstraße 6;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>17,91";1970;;;110;3;; Berlin, Mitte;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36216965
Attraktive 2-Zimmer Wohnung mit Dachterrasse!;1404;1100;304;;60.84;2;"4
                                                                                    von 4"; 13581 Berlin, Spandau;Aufzug, Keller, Bedarfsausweis;;2020;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;01.04.2025;B;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36637846
Wohnungstausch: Otto-Suhr-Allee 25;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>17,29";830;;;48;1;; Berlin, Charlottenburg;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36039929
2 Zimmer - unrenoviert - neue Küche / Bad - Balkon - am Renée-Sintenis-Platz;1455;1175;280;;50;2;"1
                                                                                    von 5"; 12159 Berlin, Friedenau;Aufzug, Keller, Tiere erlaubt;;1977;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;28.02.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36692502
Moderne, helle Wohnung mit Balkon in Lichtenberg – Nähe IKEA;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>29,00";870;;;30;1;"2
                                                                                    von 10"; 10315 Berlin, Friedrichsfelde;Aufzug;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1.3.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36689031
Exklusive 2-Zimmer-Dachgeschosswohnung mit Balkon in Berlin Marzahn;1880;1540;340;;77;2;"20
                                                                                    von 20"; 12687 Berlin, Marzahn;Aufzug, Tiere erlaubt, Behindertengerecht, Energieausweis nicht notwendig (Denkmalschutz);;2023;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;28.2.2025;;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36692478
Wohnen an der Spree - 4-Dachgeschosswohnung;2780;2450;330;;135.9;4;"5
                                                                                    von 5"; 12439 Berlin, Niederschöneweide;Aufzug, Keller, Tiere erlaubt, Bedarfsausweis;;2021;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.11.2024;A;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36692446
4-Zimmer Dachgeschosswohnung - Wohnen an der Spree -;2780;2450;330;;135.9;2;"2
                                                                                    von 5"; 12439 Berlin, Niederschöneweide;Aufzug, Keller, Tiere erlaubt, Bedarfsausweis;;2021;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.01.2025;A;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36692416
Charmante 2-Zimmer-Wohnung in Kreuzberg - voll möbliert;1774;1404;370;;75;2;4; 10999 Berlin, Kreuzberg;Möbliert, Tiere erlaubt;;1900;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36482248
2-Zimmer-EG-Wohnung/Hochpaterre möbliert mit EBK und Balkon;1300;950;350;;52.6;2;;;Möbliert, Energieausweis in Vorbereitung;;1958;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36473859
"Urban &amp; Modern: Komplett renovierte 70m² Wohnung in bester Lage";1950;1750;200;;70;3;"1
                                                                                    von 3"; 12555 Berlin, Köpenick;Keller, Energieausweis nicht notwendig (Denkmalschutz);;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;01.04.2024;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36684508
Exklusive, geräumige 4 -Zimmer-Wohnung nahe Ku-Damm und Savignyplatz;5099;4572;527;;166.83;4;"1
                                                                                    von 5";;Aufzug, Keller, Bedarfsausweis, NOT_APPLICABLE;;1905;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1.3.2025;;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36479314
Stilvolle, geräumige 2,5-Zimmer-Wohnung mit Terrasse und EBK in Berlin;1700;1350;350;;80;2.5;; 13587 Berlin, Spandau;Keller, Tiere erlaubt, Behindertengerecht, Solar, liegt vor;;2023;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Verfügbar;1.5.2025;;;;https://www.wohnungsboerse.net/immodetail/36690638
Schöne Wohnung sucht Mieter: individuelles 1-Zi.-Appartment mit großem Balkon;781,85;582,85;199;;45.93;1;5; 12249 Berlin, Lankwitz;Aufzug, Keller;;1964;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;22.02.25;F;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36692288
Tauschwohnung: 2 Zimmer, Balkon, 2. Etage;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>10,09";565;;;56;2;2;;Keller, Tiere erlaubt;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36692289
Tauschwohnung: Schöner Altbau (2-Zi) im Angebot;1050;950;100;;63;2;3;;Aufzug, Keller, Altbau;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36692280
Tauschwohnung: Schöne helle 2-Zi Whg in F‘hain geg 1-2 Zi Whg Nk;650;550;100;;53;2;4;;;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36692285
Tauschwohnung: Tausche 2-Zimmer-Wohnung (72qm) im Florakiez gegen 1-2 Zimme;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>20,27";1500;;;74;2;;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36692287
Nachmieter für Familienwohnung in ruhiger Lage in Köpenick gesucht;1961,91;1636,91;325;;103.21;4;"1
                                                                                    von 5"; 12559 Berlin, Köpenick;Aufzug, Keller, KWK, Bedarfsausweis;;2017;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.02.2025;B;;;https://www.wohnungsboerse.net/immodetail/36195998
Tauschwohnung: Elegantes 50er Industrieloft mit Parkplatz;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>20,00";2000;;;100;1;1;;Aufzug, Keller;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36692227
Tauschwohnung: Biete 1-Zi. Studio am Helmi, Suche 2-Zi Whg. in Pberg;449;379;70;;30;1;2;;Keller;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36692232
Tauschwohnung: Looking for two for one swap;1490;1230;260;;85;2.5;1;;Aufzug, Keller;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36692237
Tauschwohnung: 2 Zimmer in Mitte, suchen ab 3 Zimmer;1070;833;237;;63;2;;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36692241
Tauschwohnung: Wunderschöne Altbauwohnung in perfekter Lage;930;830;100;;83;3;3;;Keller, Altbau, Tiere erlaubt;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36692255
Tauschwohnung: Einer 2-Zimmer-Wohnung im Herzen von Friedrischain;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>15,25";610;;;40;2;3;;Keller;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36692257
Tauschwohnung: Schöne Altbau-Wohnung mit Balkon im ruhigen Pankow;1005;779;226;;64;2;2;;Altbau, Tiere erlaubt;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36692261
Tauschwohnung: Tausche ruhiges Fabrik Loft im Herzen von Friedrichshains;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>12,00";780;;;65;2;1;;Aufzug, Keller;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36692262
Tauschwohnung: Schönes und helles 2 ZimmerNeukölln;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>10,96";800;;;73;2;;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36692222
Tauschwohnung: Tausche Schmuckstück in zentraler Lage;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>16,38";982,57;;;60;2;;;;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36692215
Am Amtsgraben 4, 2.OG;1320,55;1110,41;210,14;;75.18;3;"2
                                                                                    von 5"; 12559 Berlin, Köpenick;Aufzug, Keller, KWK, Bedarfsausweis;;2017;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;;;https://www.wohnungsboerse.net/immodetail/36592664
"Stylish 2-Room Apartment – Fully Furnished &amp; Well-Connected";1390;1229;161;;44;2;"3
                                                                                    von 4"; 10247 Berlin, Friedrichshain;;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;1.3.25;;;;https://www.wohnungsboerse.net/immodetail/36692165
2 Zimmer suchen Nachmieter!;1009,39;689,12;320,27;;59;2;"5
                                                                                    von 6"; 12279 Berlin, Marienfelde;Aufzug, Tiere erlaubt, Nahwärme, Verbrauchsausweis;;1995;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2025;D;;;https://www.wohnungsboerse.net/immodetail/36692175
